2022-01-01 10:09:57.821036
2022-01-01 10:10:58.274377
2022-01-01 13:35:22.936039
2022-01-01 13:36:23.397865
2022-01-01 13:37:23.756817
2022-01-01 13:38:24.218587
2022-01-01 13:39:24.578264
2022-01-01 13:40:24.939631
2022-01-01 13:41:25.415508
2022-01-01 13:42:25.776303
2022-01-01 13:43:26.236414
2022-01-01 13:44:26.597931
2022-01-01 13:45:26.974085
2022-01-01 13:46:27.333592
2022-01-01 13:47:27.677473
2022-01-01 13:48:28.052710
2022-01-01 13:49:28.414833
2022-01-01 13:50:28.790695
2022-01-01 13:51:29.151629
2022-01-01 13:52:29.513408
2022-01-01 13:53:29.905619
2022-01-01 13:54:30.399568
2022-01-01 13:55:30.759970
2022-01-01 13:56:31.252289
2022-01-01 13:57:31.597606
2022-01-01 13:58:31.940896
2022-01-01 13:59:32.302065
2022-01-01 14:00:32.660296
2022-01-01 14:01:33.021297
2022-01-01 14:02:33.365542
2022-01-01 14:03:33.708218
2022-01-01 14:04:34.085973
2022-01-01 14:05:34.529660
2022-01-01 14:06:34.972578
2022-01-01 14:07:35.334559
2022-01-01 14:08:35.710263
2022-01-01 14:09:36.053194
2022-01-01 14:10:36.389172
2022-01-01 14:11:36.734386
2022-01-01 14:12:37.079839
2022-01-01 14:13:37.403695
2022-01-01 14:14:37.731168
2022-01-01 14:15:38.057645
2022-01-01 14:16:38.383100
2022-01-01 14:17:38.710939
2022-01-01 14:18:39.055497
2022-01-01 14:19:39.380507
2022-01-01 14:20:39.707492
2022-01-01 14:21:40.033064
2022-01-01 14:22:40.479549
2022-01-01 14:23:40.823180
2022-01-01 14:24:41.249580
2022-01-01 14:25:41.578451
2022-01-01 14:26:41.903709
2022-01-01 14:27:42.231370
2022-01-01 14:28:42.556381
2022-01-01 14:29:42.884441
2022-01-01 14:30:43.211622
2022-01-01 14:31:43.537894
2022-01-01 14:32:43.865732
2022-01-01 14:33:44.189635
2022-01-01 14:34:44.520097
2022-01-01 14:35:44.944272
2022-01-01 14:36:45.272298
2022-01-01 14:37:45.702858
2022-01-01 14:38:46.044090
2022-01-01 14:39:46.370834
2022-01-01 14:40:46.697696
2022-01-01 14:41:47.025980
2022-01-01 14:42:47.349598
2022-01-01 14:43:47.676290
2022-01-01 14:44:48.004196
2022-01-01 14:45:48.330568
2022-01-01 14:46:48.672609
2022-01-01 14:47:48.999837
2022-01-01 14:48:49.444484
2022-01-01 14:49:49.789396
2022-01-01 14:50:50.216004
2022-01-01 14:51:50.543566
2022-01-01 14:52:50.878493
2022-01-01 14:53:51.197604
2022-01-01 14:54:51.525505
2022-01-01 14:55:51.951044
2022-01-01 14:56:52.278665
2022-01-01 14:57:52.604444
2022-01-01 14:58:53.031024
2022-01-01 14:59:53.357877
2022-01-01 15:00:53.684143
2022-01-01 15:01:54.010184
2022-01-01 15:02:54.338144
2022-01-01 15:03:54.682192
2022-01-01 15:04:55.126949
2022-01-01 15:05:55.471570
2022-01-01 15:06:55.833142
2022-01-01 15:07:56.158876
2022-01-01 15:08:56.502134
2022-01-01 15:09:56.944339
2022-01-01 15:10:57.250597
2022-01-01 15:11:57.597052
2022-01-01 15:12:57.941398
2022-01-01 15:13:58.267642
2022-01-01 15:14:58.611110
2022-01-01 15:15:58.939547
2022-01-01 15:16:59.264095
2022-01-01 15:17:59.627148
2022-01-01 15:18:59.953142
2022-01-01 15:20:00.297248
2022-01-01 15:21:00.727533
2022-01-01 15:22:01.073479
2022-01-01 15:23:01.519977
2022-01-01 15:24:01.871342
2022-01-01 15:25:02.213533
2022-01-01 15:26:02.541096
2022-01-01 15:27:02.892668
2022-01-01 15:28:03.228308
2022-01-01 15:29:03.571434
2022-01-01 15:30:03.999696
2022-01-01 15:31:04.325828
2022-01-01 15:32:04.752933
2022-01-01 15:33:05.081502
2022-01-01 15:34:05.408880
2022-01-01 15:35:05.735860
2022-01-01 15:36:06.065302
2022-01-01 15:37:06.490014
2022-01-01 15:38:06.814537
2022-01-01 15:39:07.241010
2022-01-01 15:40:07.568287
2022-01-01 15:41:07.893591
2022-01-01 15:42:08.237532
2022-01-01 15:43:08.564878
2022-01-01 15:44:09.009224
2022-01-01 15:45:09.337513
2022-01-01 15:46:09.780525
2022-01-01 15:47:10.125251
2022-01-01 15:48:10.469150
2022-01-01 15:49:10.811748
2022-01-01 15:50:11.139553
2022-01-01 15:51:11.465838
2022-01-01 15:52:11.792181
2022-01-01 15:53:12.118493
2022-01-01 15:54:12.445554
2022-01-01 15:55:12.878248
2022-01-01 15:56:13.198990
2022-01-01 15:57:13.625459
2022-01-01 15:58:13.952708
2022-01-01 15:59:14.280245
2022-01-01 16:00:14.630070
2022-01-01 16:01:14.972478
2022-01-01 16:02:15.296460
2022-01-01 16:03:15.621836
2022-01-01 16:04:15.947412
2022-01-01 16:05:16.274746
2022-01-01 16:06:16.602370
2022-01-01 16:07:16.927538
2022-01-01 16:08:17.254596
2022-01-01 16:09:17.582332
2022-01-01 16:10:18.007588
2022-01-01 16:11:18.335470
2022-01-01 16:12:18.764662
2022-01-01 16:13:19.090938
2022-01-01 16:14:19.417172
2022-01-01 16:15:19.746333
2022-01-01 16:16:20.075055
2022-01-01 16:17:20.498987
2022-01-01 16:18:20.825545
2022-01-01 16:19:21.161424
2022-01-01 16:20:21.595330
2022-01-01 16:21:21.921698
2022-01-01 16:22:22.250230
2022-01-01 16:23:22.574606
2022-01-01 16:24:22.918669
2022-01-01 16:25:23.264577
2022-01-01 16:26:23.590357
2022-01-01 16:27:24.035243
2022-01-01 16:28:24.361328
2022-01-01 16:29:24.806473
2022-01-01 16:30:25.149670
2022-01-01 16:31:25.476081
2022-01-01 16:32:25.903732
2022-01-01 16:33:26.255298
2022-01-01 16:34:26.605041
2022-01-01 16:35:27.033726
2022-01-01 16:36:27.375972
2022-01-01 16:37:27.720158
2022-01-01 16:38:28.064216
2022-01-01 16:39:28.407520
2022-01-01 16:40:28.750632
2022-01-01 16:41:29.077871
2022-01-01 16:42:29.430082
2022-01-01 16:43:29.766427
2022-01-01 16:44:30.109081
2022-01-01 16:45:30.454100
2022-01-01 16:46:30.780454
2022-01-01 16:47:31.122900
2022-01-01 16:48:31.449674
2022-01-01 16:49:31.791138
2022-01-01 16:50:32.098554
2022-01-01 16:51:32.429576
2022-01-01 16:52:32.874531
2022-01-01 16:53:33.217990
2022-01-01 16:54:33.562593
2022-01-01 16:55:33.989230
2022-01-01 16:56:34.315841
2022-01-01 16:57:34.642975
2022-01-01 16:58:34.989972
2022-01-01 16:59:35.312812
2022-01-01 17:00:35.638896
2022-01-01 17:01:36.069140
2022-01-01 17:02:36.392464
2022-01-01 17:03:36.720307
2022-01-01 17:04:37.146061
2022-01-01 17:05:37.472901
2022-01-01 17:06:37.799583
2022-01-01 17:07:38.143336
2022-01-01 17:08:38.472499
2022-01-01 17:09:38.799225
2022-01-01 17:10:39.126912
2022-01-01 17:11:39.454351
2022-01-01 17:12:39.782291
2022-01-01 17:13:40.106119
2022-01-01 17:14:40.432350
2022-01-01 17:15:40.777348
2022-01-01 17:16:41.103822
2022-01-01 17:17:41.444459
2022-01-01 17:18:41.773561
2022-01-01 17:19:42.116501
2022-01-01 17:20:42.462216
2022-01-01 17:21:42.789729
2022-01-01 17:22:43.133572
2022-01-01 17:23:43.498876
2022-01-01 17:24:43.859161
2022-01-01 17:25:44.198834
